geneid,node1,node2,node1_string_id,node2_string_id,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
56648,EIF5A2,MRPL33,9606.ENSP00000295822,9606.ENSP00000296102,0.786,0.0,0.228,0.9
56648,EIF5A2,METAP1,9606.ENSP00000295822,9606.ENSP00000296411,0.287,0.0,0.166,0.548
152185,SPICE1,POC1A,9606.ENSP00000295872,9606.ENSP00000296484,0.0,0.0,0.447,0.447
5806,PTX3,CAMP,9606.ENSP00000295927,9606.ENSP00000296435,0.0,0.0,0.549,0.55
201895,SMIM14,RBM47,9606.ENSP00000295958,9606.ENSP00000295971,0.0,0.0,0.451,0.466
57406,ABHD6,APEH,9606.ENSP00000295962,9606.ENSP00000296456,0.0,0.0,0.408,0.41
84818,IL17RC,CXCL5,9606.ENSP00000295981,9606.ENSP00000296027,0.0,0.0,0.412,0.412
151613,TTC14,SNIP1,9606.ENSP00000296015,9606.ENSP00000296215,0.488,0.0,0.074,0.562
2921,CXCL3,CXCL5,9606.ENSP00000296026,9606.ENSP00000296027,0.994,0.4,0.744,0.999
2921,CXCL3,PPBP,9606.ENSP00000296026,9606.ENSP00000296028,0.0,0.4,0.599,0.765
2921,CXCL3,PF4,9606.ENSP00000296026,9606.ENSP00000296029,0.0,0.4,0.175,0.529
2921,CXCL3,CCR1,9606.ENSP00000296026,9606.ENSP00000296140,0.0,0.65,0.65,0.878
6374,CXCL5,PPBP,9606.ENSP00000296027,9606.ENSP00000296028,0.0,0.4,0.601,0.833
6374,CXCL5,PF4,9606.ENSP00000296027,9606.ENSP00000296029,0.0,0.4,0.163,0.527
6374,CXCL5,CCR1,9606.ENSP00000296027,9606.ENSP00000296140,0.0,0.65,0.589,0.853
5473,PPBP,PF4,9606.ENSP00000296028,9606.ENSP00000296029,0.0,0.4,0.455,0.936
5473,PPBP,CCR1,9606.ENSP00000296028,9606.ENSP00000296140,0.0,0.65,0.418,0.817
5196,PF4,CCR1,9606.ENSP00000296029,9606.ENSP00000296140,0.0,0.65,0.691,0.895
9553,MRPL33,PIGX,9606.ENSP00000296102,9606.ENSP00000296333,0.171,0.0,0.251,0.401
54585,LZTFL1,FYCO1,9606.ENSP00000296135,9606.ENSP00000296137,0.0,0.0,0.805,0.836
3693,ITGB5,MAD2L1,9606.ENSP00000296181,9606.ENSP00000296509,0.0,0.0,0.443,0.478
7802,DNALI1,IFT122,9606.ENSP00000296218,9606.ENSP00000296266,0.0,0.0,0.401,0.406
55764,IFT122,MAD2L1,9606.ENSP00000296266,9606.ENSP00000296509,0.31,0.0,0.127,0.415
131540,ZDHHC19,UBXN7,9606.ENSP00000296326,9606.ENSP00000296328,0.0,0.0,0.566,0.566
128,ADH5,BDH2,9606.ENSP00000296412,9606.ENSP00000296424,0.059,0.177,0.164,0.414
3015,H2AZ1,HMGB2,9606.ENSP00000296417,9606.ENSP00000296503,0.254,0.0,0.119,0.632
3015,H2AZ1,SAP30,9606.ENSP00000296417,9606.ENSP00000296504,0.19,0.5,0.13,0.671
3015,H2AZ1,MAD2L1,9606.ENSP00000296417,9606.ENSP00000296509,0.197,0.0,0.12,0.642
150159,SLC9B1,BDH2,9606.ENSP00000296422,9606.ENSP00000296424,0.045,0.0,0.28,0.553
51246,SHISA5,APEH,9606.ENSP00000296444,9606.ENSP00000296456,0.066,0.0,0.374,0.458
25886,POC1A,WDR82,9606.ENSP00000296484,9606.ENSP00000296490,0.399,0.0,0.184,0.539
25886,POC1A,MAD2L1,9606.ENSP00000296484,9606.ENSP00000296509,0.093,0.0,0.28,0.494
3148,HMGB2,SAP30,9606.ENSP00000296503,9606.ENSP00000296504,0.0,0.0,0.186,0.447
308,ANXA5,IL15,9606.ENSP00000296511,9606.ENSP00000296545,0.0,0.0,0.441,0.485
308,ANXA5,ALDH1A1,9606.ENSP00000296511,9606.ENSP00000297785,0.0,0.0,0.403,0.432
3248,HPGD,ALDH1A1,9606.ENSP00000296522,9606.ENSP00000297785,0.069,0.173,0.253,0.435
80155,NAA15,ABCE1,9606.ENSP00000296543,9606.ENSP00000296577,0.0,0.0,0.0,0.602
3600,IL15,TLR3,9606.ENSP00000296545,9606.ENSP00000296795,0.0,0.0,0.591,0.675
3600,IL15,NFIL3,9606.ENSP00000296545,9606.ENSP00000297689,0.0,0.0,0.478,0.504
6059,ABCE1,RPS23,9606.ENSP00000296577,9606.ENSP00000296674,0.983,0.0,0.587,0.994
6059,ABCE1,UTP15,9606.ENSP00000296577,9606.ENSP00000296792,0.0,0.0,0.067,0.685
6059,ABCE1,ABCB8,9606.ENSP00000296577,9606.ENSP00000297504,0.0,0.0,0.575,0.575
6059,ABCE1,DCAF13,9606.ENSP00000296577,9606.ENSP00000297579,0.0,0.0,0.0,0.564
11157,LSM6,TCERG1,9606.ENSP00000296581,9606.ENSP00000296702,0.8,0.0,0.0,0.804
11157,LSM6,RPP25L,9606.ENSP00000296581,9606.ENSP00000297613,0.0,0.54,0.0,0.555
91942,NDUFAF2,NDUFS4,9606.ENSP00000296597,9606.ENSP00000296684,0.507,0.935,0.863,0.996
6228,RPS23,UTP15,9606.ENSP00000296674,9606.ENSP00000296792,0.987,0.4,0.076,0.992
6228,RPS23,NPM1,9606.ENSP00000296674,9606.ENSP00000296930,0.194,0.0,0.121,0.508
6228,RPS23,DCAF13,9606.ENSP00000296674,9606.ENSP00000297579,0.987,0.4,0.0,0.992
6228,RPS23,HSD3B7,9606.ENSP00000296674,9606.ENSP00000297679,0.431,0.0,0.134,0.539
55255,WDR41,RAD21,9606.ENSP00000296679,9606.ENSP00000297338,0.301,0.0,0.115,0.404
10915,TCERG1,NPM1,9606.ENSP00000296702,9606.ENSP00000296930,0.409,0.0,0.117,0.505
253260,RICTOR,NOS3,9606.ENSP00000296782,9606.ENSP00000297494,0.0,0.0,0.453,0.453
57763,ANKRA2,UTP15,9606.ENSP00000296785,9606.ENSP00000296792,0.0,0.0,0.374,0.409
84135,UTP15,NPM1,9606.ENSP00000296792,9606.ENSP00000296930,0.301,0.0,0.0,0.434
84135,UTP15,DCAF13,9606.ENSP00000296792,9606.ENSP00000297579,0.982,0.5,0.182,0.997
4869,NPM1,HSPA9,9606.ENSP00000296930,9606.ENSP00000297185,0.051,0.0,0.538,0.666
4869,NPM1,FABP5,9606.ENSP00000296930,9606.ENSP00000297258,0.0,0.0,0.441,0.46
4869,NPM1,RAD21,9606.ENSP00000296930,9606.ENSP00000297338,0.0,0.0,0.473,0.526
29896,TRA2A,PHAX,9606.ENSP00000297071,9606.ENSP00000297540,0.4,0.0,0.219,0.525
29896,TRA2A,VIRMA,9606.ENSP00000297071,9606.ENSP00000297591,0.074,0.0,0.505,0.55
3313,HSPA9,RAD21,9606.ENSP00000297185,9606.ENSP00000297338,0.401,0.0,0.056,0.445
5885,RAD21,MED30,9606.ENSP00000297338,9606.ENSP00000297347,0.0,0.0,0.445,0.552
81034,SLC25A32,DCAF13,9606.ENSP00000297578,9606.ENSP00000297579,0.0,0.0,0.515,0.568
65083,NOL6,RPUSD4,9606.ENSP00000297990,9606.ENSP00000298317,0.0,0.0,0.507,0.589
65083,NOL6,TRUB1,9606.ENSP00000297990,9606.ENSP00000298746,0.159,0.0,0.223,0.5
158234,TRMT10B,METTL3,9606.ENSP00000297994,9606.ENSP00000298717,0.0,0.0,0.366,0.427
158234,TRMT10B,TRUB1,9606.ENSP00000297994,9606.ENSP00000298746,0.0,0.0,0.388,0.439
115825,WDFY2,AK8,9606.ENSP00000298125,9606.ENSP00000298545,0.0,0.18,0.308,0.408
1073,CFL2,ARF6,9606.ENSP00000298159,9606.ENSP00000298316,0.045,0.0,0.444,0.461
51084,CRYL1,TTLL5,9606.ENSP00000298248,9606.ENSP00000298832,0.0,0.0,0.426,0.426
51585,PCF11,SNAPC4,9606.ENSP00000298281,9606.ENSP00000298532,0.0,0.4,0.0,0.4
51585,PCF11,CPSF2,9606.ENSP00000298281,9606.ENSP00000298875,0.967,0.54,0.865,0.998
122769,LRR1,NEMF,9606.ENSP00000298288,9606.ENSP00000298310,0.0,0.0,0.424,0.432
122769,LRR1,COPS2,9606.ENSP00000298288,9606.ENSP00000299259,0.79,0.0,0.0,0.793
55172,DNAAF2,TSC1,9606.ENSP00000298292,9606.ENSP00000298552,0.0,0.54,0.0,0.54
55172,DNAAF2,CCT2,9606.ENSP00000298292,9606.ENSP00000299300,0.0,0.54,0.0,0.549
382,ARF6,LRRK2,9606.ENSP00000298316,9606.ENSP00000298910,0.342,0.0,0.148,0.436
382,ARF6,VPS35,9606.ENSP00000298316,9606.ENSP00000299138,0.098,0.0,0.377,0.43
84881,RPUSD4,TRUB1,9606.ENSP00000298317,9606.ENSP00000298746,0.0,0.0,0.715,0.73
84881,RPUSD4,IKBIP,9606.ENSP00000298317,9606.ENSP00000299157,0.596,0.0,0.0,0.6
55176,SEC61A2,AK8,9606.ENSP00000298428,9606.ENSP00000298545,0.0,0.0,0.164,0.562
10935,PRDX3,LRRK2,9606.ENSP00000298510,9606.ENSP00000298910,0.632,0.0,0.279,0.725
10935,PRDX3,CCT2,9606.ENSP00000298510,9606.ENSP00000299300,0.087,0.0,0.435,0.534
6621,SNAPC4,AK8,9606.ENSP00000298532,9606.ENSP00000298545,0.0,0.0,0.476,0.476
90167,FRMD7,HPS6,9606.ENSP00000298542,9606.ENSP00000299238,0.0,0.0,0.418,0.418
7248,TSC1,CCT2,9606.ENSP00000298552,9606.ENSP00000299300,0.127,0.9,0.116,0.943
120892,LRRK2,VPS35,9606.ENSP00000298910,9606.ENSP00000299138,0.331,0.0,0.862,0.904
3990,LIPC,C2,9606.ENSP00000299022,9606.ENSP00000299367,0.045,0.0,0.395,0.402
1353,COX11,MSS51,9606.ENSP00000299335,9606.ENSP00000299432,0.06,0.0,0.496,0.506
6881,TAF10,TPP1,9606.ENSP00000299424,9606.ENSP00000299427,0.088,0.0,0.0,0.499
3419,IDH3A,CLPX,9606.ENSP00000299518,9606.ENSP00000300107,0.0,0.0,0.315,0.407
3419,IDH3A,ATP5MG,9606.ENSP00000299518,9606.ENSP00000300688,0.091,0.0,0.388,0.457
254225,RNF169,ZNF407,9606.ENSP00000299563,9606.ENSP00000299687,0.0,0.0,0.0,0.448
123169,LEO1,PCLAF,9606.ENSP00000299601,9606.ENSP00000300035,0.0,0.0,0.402,0.428
26253,CLEC4E,CLEC4D,9606.ENSP00000299663,9606.ENSP00000299665,0.057,0.9,0.739,0.986
26253,CLEC4E,NOD2,9606.ENSP00000299663,9606.ENSP00000300589,0.0,0.0,0.507,0.549
7084,TK2,COL6A2,9606.ENSP00000299697,9606.ENSP00000300527,0.125,0.0,0.383,0.438
7084,TK2,RRM1,9606.ENSP00000299697,9606.ENSP00000300738,0.0,0.14,0.3,0.48
23423,TMED3,MRPL16,9606.ENSP00000299705,9606.ENSP00000300151,0.502,0.0,0.0,0.582
23423,TMED3,MED1,9606.ENSP00000299705,9606.ENSP00000300651,0.399,0.0,0.0,0.439
7184,HSP90B1,PPIB,9606.ENSP00000299767,9606.ENSP00000300026,0.546,0.36,0.974,0.994
7184,HSP90B1,PDIA3,9606.ENSP00000299767,9606.ENSP00000300289,0.371,0.0,0.825,0.985
29781,NCAPH2,PLK1,9606.ENSP00000299821,9606.ENSP00000300093,0.292,0.5,0.103,0.689
9382,COG1,DCTN5,9606.ENSP00000299886,9606.ENSP00000300087,0.0,0.5,0.0,0.551
5479,PPIB,PDIA3,9606.ENSP00000300026,9606.ENSP00000300289,0.471,0.0,0.594,0.834
5479,PPIB,COL6A2,9606.ENSP00000300026,9606.ENSP00000300527,0.042,0.5,0.184,0.596
9768,PCLAF,PLK1,9606.ENSP00000300035,9606.ENSP00000300093,0.0,0.0,0.271,0.436
9768,PCLAF,TPX2,9606.ENSP00000300035,9606.ENSP00000300403,0.0,0.0,0.457,0.724
8800,PEX11A,MED1,9606.ENSP00000300056,9606.ENSP00000300651,0.0,0.4,0.0,0.4
290,ANPEP,RUNX1,9606.ENSP00000300060,9606.ENSP00000300305,0.0,0.0,0.518,0.539
54386,TERF2IP,PLK1,9606.ENSP00000300086,9606.ENSP00000300093,0.095,0.0,0.443,0.483
84516,DCTN5,PLK1,9606.ENSP00000300087,9606.ENSP00000300093,0.0,0.0,0.314,0.416
5347,PLK1,TPX2,9606.ENSP00000300093,9606.ENSP00000300403,0.0,0.0,0.727,0.944
5347,PLK1,RRM1,9606.ENSP00000300093,9606.ENSP00000300738,0.0,0.0,0.286,0.547
10845,CLPX,RRM1,9606.ENSP00000300107,9606.ENSP00000300738,0.0,0.0,0.353,0.406
4665,NAB2,STAT6,9606.ENSP00000300131,9606.ENSP00000300134,0.0,0.0,0.931,0.934
6778,STAT6,RUNX1,9606.ENSP00000300134,9606.ENSP00000300305,0.0,0.0,0.338,0.411
54948,MRPL16,GCN1,9606.ENSP00000300151,9606.ENSP00000300648,0.488,0.0,0.0,0.515
54948,MRPL16,MED1,9606.ENSP00000300151,9606.ENSP00000300651,0.497,0.0,0.194,0.83
11051,NUDT21,SNRPD1,9606.ENSP00000300291,9606.ENSP00000300413,0.0,0.0,0.055,0.71
22974,TPX2,RRM1,9606.ENSP00000300403,9606.ENSP00000300738,0.0,0.0,0.417,0.621
10985,GCN1,MED1,9606.ENSP00000300648,9606.ENSP00000300651,0.743,0.0,0.477,0.871
81620,CDT1,CHAF1A,9606.ENSP00000301019,9606.ENSP00000301280,0.0,0.0,0.352,0.711
81620,CDT1,BIRC5,9606.ENSP00000301019,9606.ENSP00000301633,0.0,0.0,0.484,0.781
81620,CDT1,DDB1,9606.ENSP00000301019,9606.ENSP00000301764,0.547,0.0,0.949,0.976
29123,ANKRD11,KMT2D,9606.ENSP00000301030,9606.ENSP00000301067,0.07,0.0,0.267,0.452
29123,ANKRD11,SRRM2,9606.ENSP00000301030,9606.ENSP00000301740,0.0,0.0,0.157,0.447
90313,TP53I13,MRPL58,9606.ENSP00000301057,9606.ENSP00000301585,0.164,0.0,0.299,0.521
7480,WNT10B,LTBP3,9606.ENSP00000301061,9606.ENSP00000301873,0.079,0.0,0.434,0.456
8085,KMT2D,POLR2G,9606.ENSP00000301067,9606.ENSP00000301788,0.0,0.5,0.0,0.514
558,AXL,IGFBP6,9606.ENSP00000301178,9606.ENSP00000301464,0.0,0.0,0.246,0.471
558,AXL,BIRC5,9606.ENSP00000301178,9606.ENSP00000301633,0.209,0.0,0.267,0.405
57609,DIP2B,ACSM1,9606.ENSP00000301180,9606.ENSP00000301956,0.0,0.187,0.103,0.443
94274,PPP1R14A,SPINT2,9606.ENSP00000301242,9606.ENSP00000301244,0.0,0.0,0.657,0.663
94274,PPP1R14A,C19orf33,9606.ENSP00000301242,9606.ENSP00000301246,0.0,0.0,0.77,0.78
10653,SPINT2,C19orf33,9606.ENSP00000301244,9606.ENSP00000301246,0.0,0.0,0.86,0.882
10653,SPINT2,PNOC,9606.ENSP00000301244,9606.ENSP00000301908,0.0,0.0,0.72,0.724
126259,TMIGD2,SRRM2,9606.ENSP00000301272,9606.ENSP00000301740,0.401,0.0,0.115,0.447
55630,SLC39A4,MFSD3,9606.ENSP00000301305,9606.ENSP00000301327,0.0,0.0,0.423,0.494
147948,ZNF582,ZFP28,9606.ENSP00000301310,9606.ENSP00000301318,0.091,0.0,0.067,0.401
113655,MFSD3,KIFC2,9606.ENSP00000301327,9606.ENSP00000301332,0.0,0.0,0.389,0.448
51031,GLOD4,PRDX2,9606.ENSP00000301329,9606.ENSP00000301522,0.209,0.0,0.272,0.454
4701,NDUFA7,MRPL58,9606.ENSP00000301457,9606.ENSP00000301585,0.088,0.0,0.0,0.507
4701,NDUFA7,ATP5PD,9606.ENSP00000301457,9606.ENSP00000301587,0.224,0.0,0.33,0.913
3489,IGFBP6,SOAT2,9606.ENSP00000301464,9606.ENSP00000301466,0.0,0.0,0.837,0.838
7001,PRDX2,ATP5PD,9606.ENSP00000301522,9606.ENSP00000301587,0.071,0.0,0.557,0.65
3396,MRPL58,ATP5PD,9606.ENSP00000301585,9606.ENSP00000301587,0.332,0.0,0.223,0.656
1632,ECI1,ACSM1,9606.ENSP00000301729,9606.ENSP00000301956,0.0,0.188,0.211,0.438
1642,DDB1,POLR2G,9606.ENSP00000301764,9606.ENSP00000301788,0.812,0.5,0.116,0.912
719,C3AR1,RNASE3,9606.ENSP00000302079,9606.ENSP00000302324,0.0,0.0,0.487,0.53
719,C3AR1,CLEC7A,9606.ENSP00000302079,9606.ENSP00000302569,0.0,0.0,0.377,0.453
3960,LGALS4,MAP2K1,9606.ENSP00000302100,9606.ENSP00000302486,0.0,0.0,0.514,0.514
3960,LGALS4,HSPA4,9606.ENSP00000302100,9606.ENSP00000302961,0.0,0.0,0.66,0.66
534,ATP6V1G2,HSPBAP1,9606.ENSP00000302194,9606.ENSP00000302562,0.0,0.0,0.406,0.406
221120,ALKBH3,TRMT61B,9606.ENSP00000302232,9606.ENSP00000302801,0.0,0.0,0.667,0.677
221120,ALKBH3,MTCH2,9606.ENSP00000302232,9606.ENSP00000303222,0.0,0.0,0.385,0.418
221120,ALKBH3,ZCCHC4,9606.ENSP00000302232,9606.ENSP00000303468,0.0,0.0,0.478,0.496
6037,RNASE3,GUSB,9606.ENSP00000302324,9606.ENSP00000302728,0.0,0.0,0.489,0.489
6037,RNASE3,RNASE2,9606.ENSP00000302324,9606.ENSP00000303276,0.0,0.0,0.964,0.998
51082,POLR1D,UBTF,9606.ENSP00000302478,9606.ENSP00000302640,0.0,0.5,0.286,0.645
51082,POLR1D,H2AC8,9606.ENSP00000302478,9606.ENSP00000303373,0.0,0.4,0.0,0.404
51082,POLR1D,DUS1L,9606.ENSP00000302478,9606.ENSP00000303515,0.0,0.0,0.0,0.568
5604,MAP2K1,HSPA4,9606.ENSP00000302486,9606.ENSP00000302961,0.071,0.0,0.627,0.647
699,BUB1,PDS5A,9606.ENSP00000302530,9606.ENSP00000303427,0.103,0.0,0.782,0.813
51523,CXXC5,AXIN2,9606.ENSP00000302543,9606.ENSP00000302625,0.0,0.0,0.585,0.585
7343,UBTF,H2AC8,9606.ENSP00000302640,9606.ENSP00000303373,0.106,0.4,0.066,0.495
2990,GUSB,RNASE2,9606.ENSP00000302728,9606.ENSP00000303276,0.0,0.0,0.429,0.429
10605,PAIP1,HSPA4,9606.ENSP00000302768,9606.ENSP00000302961,0.067,0.0,0.377,0.479
10605,PAIP1,C5orf34,9606.ENSP00000302768,9606.ENSP00000303490,0.0,0.0,0.26,0.403
55006,TRMT61B,DUS1L,9606.ENSP00000302801,9606.ENSP00000303515,0.0,0.0,0.35,0.455
202052,DNAJC18,HSPA4,9606.ENSP00000302843,9606.ENSP00000302961,0.142,0.162,0.287,0.64
5734,PTGER4,PTGDR,9606.ENSP00000302846,9606.ENSP00000303424,0.0,0.4,0.145,0.479
5036,PA2G4,HSPA4,9606.ENSP00000302886,9606.ENSP00000302961,0.482,0.0,0.213,0.763
3308,HSPA4,HDAC3,9606.ENSP00000302961,9606.ENSP00000302967,0.314,0.0,0.22,0.457
3308,HSPA4,MAT2A,9606.ENSP00000302961,9606.ENSP00000303147,0.23,0.0,0.201,0.418
8841,HDAC3,H2AC8,9606.ENSP00000302967,9606.ENSP00000303373,0.125,0.65,0.06,0.686
10972,TMED10,LMAN2,9606.ENSP00000303145,9606.ENSP00000303366,0.486,0.5,0.281,0.839
4144,MAT2A,ZCCHC4,9606.ENSP00000303147,9606.ENSP00000303468,0.0,0.0,0.538,0.538
2850,GPR27,GPR82,9606.ENSP00000303149,9606.ENSP00000303549,0.0,0.0,0.452,0.452
57037,ANKMY2,RFXANK,9606.ENSP00000303570,9606.ENSP00000305071,0.0,0.0,0.0,0.452
3643,INSR,FASN,9606.ENSP00000303830,9606.ENSP00000304592,0.0,0.0,0.42,0.42
3643,INSR,ATP6V1E2,9606.ENSP00000303830,9606.ENSP00000304891,0.0,0.5,0.059,0.509
3643,INSR,IRS1,9606.ENSP00000303830,9606.ENSP00000304895,0.99,0.9,0.991,0.999
10980,COPS6,COPS9,9606.ENSP00000304102,9606.ENSP00000304147,0.717,0.9,0.522,0.985
136,ADORA2B,GNB2,9606.ENSP00000304501,9606.ENSP00000305260,0.292,0.5,0.0,0.63
136,ADORA2B,ADRB2,9606.ENSP00000304501,9606.ENSP00000305372,0.0,0.4,0.109,0.446
136647,MPLKIP,NUDCD2,9606.ENSP00000304553,9606.ENSP00000304854,0.0,0.0,0.0,0.433
2194,FASN,IRS1,9606.ENSP00000304592,9606.ENSP00000304895,0.041,0.0,0.675,0.682
260425,MAGI3,ADRB2,9606.ENSP00000304604,9606.ENSP00000305372,0.311,0.0,0.182,0.412
5028,P2RY1,GNB2,9606.ENSP00000304767,9606.ENSP00000305260,0.095,0.5,0.0,0.528
5028,P2RY1,ADRB2,9606.ENSP00000304767,9606.ENSP00000305372,0.045,0.0,0.405,0.408
2783,GNB2,ADRB2,9606.ENSP00000305260,9606.ENSP00000305372,0.467,0.0,0.077,0.487
1051,CEBPB,FOS,9606.ENSP00000305422,9606.ENSP00000306245,0.102,0.0,0.766,0.819
1051,CEBPB,CXCL8,9606.ENSP00000305422,9606.ENSP00000306512,0.292,0.5,0.544,0.842
91949,COG7,RAB33B,9606.ENSP00000305442,9606.ENSP00000306496,0.108,0.5,0.072,0.557
2237,FEN1,SHCBP1,9606.ENSP00000305480,9606.ENSP00000306473,0.0,0.0,0.265,0.445
2237,FEN1,OGG1,9606.ENSP00000305480,9606.ENSP00000306561,0.109,0.0,0.811,0.832
79029,SPATA5L1,ASPSCR1,9606.ENSP00000305494,9606.ENSP00000306625,0.499,0.0,0.184,0.579
5093,PCBP1,BOLA2B,9606.ENSP00000305556,9606.ENSP00000306752,0.19,0.0,0.376,0.505
9455,HOMER2,ITPR1,9606.ENSP00000305632,9606.ENSP00000306253,0.11,0.0,0.846,0.857
10791,VAMP5,STX18,9606.ENSP00000305647,9606.ENSP00000305810,0.422,0.0,0.309,0.587
3627,CXCL10,IL7R,9606.ENSP00000305651,9606.ENSP00000306157,0.0,0.0,0.479,0.519
3627,CXCL10,FOS,9606.ENSP00000305651,9606.ENSP00000306245,0.0,0.0,0.398,0.406
3627,CXCL10,CXCL8,9606.ENSP00000305651,9606.ENSP00000306512,0.0,0.5,0.948,0.975
3627,CXCL10,ISG20,9606.ENSP00000305651,9606.ENSP00000306565,0.0,0.0,0.654,0.697
54148,MRPL39,MRM3,9606.ENSP00000305682,9606.ENSP00000306080,0.935,0.0,0.229,0.953
54148,MRPL39,MRPL13,9606.ENSP00000305682,9606.ENSP00000306548,0.969,0.0,0.344,0.985
79863,RBFA,MRM3,9606.ENSP00000305696,9606.ENSP00000306080,0.0,0.0,0.525,0.553
23450,SF3B3,PPIH,9606.ENSP00000305790,9606.ENSP00000306614,0.818,0.0,0.088,0.84
10316,NMUR1,CXCL8,9606.ENSP00000305877,9606.ENSP00000306512,0.0,0.5,0.047,0.503
51111,KMT5B,BRD3,9606.ENSP00000305899,9606.ENSP00000305918,0.421,0.0,0.169,0.512
8019,BRD3,PWWP2B,9606.ENSP00000305918,9606.ENSP00000306324,0.606,0.0,0.051,0.615
214,ALCAM,IL7R,9606.ENSP00000305988,9606.ENSP00000306157,0.0,0.0,0.445,0.455
521,ATP5ME,UQCRFS1,9606.ENSP00000306003,9606.ENSP00000306397,0.096,0.0,0.412,0.61
55178,MRM3,MRPL13,9606.ENSP00000306080,9606.ENSP00000306548,0.976,0.0,0.12,0.981
55178,MRM3,PPIH,9606.ENSP00000306080,9606.ENSP00000306614,0.429,0.0,0.0,0.464
5581,PRKCE,YWHAG,9606.ENSP00000306124,9606.ENSP00000306330,0.173,0.0,0.472,0.554
5581,PRKCE,CAMTA1,9606.ENSP00000306124,9606.ENSP00000306522,0.0,0.0,0.423,0.422
3575,IL7R,CXCL8,9606.ENSP00000306157,9606.ENSP00000306512,0.0,0.0,0.48,0.517
2353,FOS,CXCL8,9606.ENSP00000306245,9606.ENSP00000306512,0.0,0.0,0.726,0.765
7386,UQCRFS1,MRPL13,9606.ENSP00000306397,9606.ENSP00000306548,0.0,0.0,0.247,0.514
28998,MRPL13,PPIH,9606.ENSP00000306548,9606.ENSP00000306614,0.507,0.0,0.069,0.574
28998,MRPL13,RGPD8,9606.ENSP00000306548,9606.ENSP00000306637,0.402,0.0,0.069,0.46
10465,PPIH,RGPD8,9606.ENSP00000306614,9606.ENSP00000306637,0.252,0.0,0.0,0.565
23204,ARL6IP1,MRPL4,9606.ENSP00000306788,9606.ENSP00000306902,0.502,0.0,0.154,0.731
23204,ARL6IP1,QARS1,9606.ENSP00000306788,9606.ENSP00000307567,0.31,0.0,0.129,0.543
23204,ARL6IP1,RPL13,9606.ENSP00000306788,9606.ENSP00000307889,0.784,0.0,0.133,0.941
23204,ARL6IP1,EEF2,9606.ENSP00000306788,9606.ENSP00000307940,0.785,0.0,0.134,0.878
57099,AVEN,CYCS,9606.ENSP00000306822,9606.ENSP00000307786,0.0,0.4,0.18,0.488
11337,GABARAP,RPTOR,9606.ENSP00000306866,9606.ENSP00000307272,0.0,0.0,0.447,0.456
11337,GABARAP,CYCS,9606.ENSP00000306866,9606.ENSP00000307786,0.0,0.0,0.404,0.463
51073,MRPL4,QARS1,9606.ENSP00000306902,9606.ENSP00000307567,0.453,0.0,0.166,0.706
51073,MRPL4,RPL13,9606.ENSP00000306902,9606.ENSP00000307889,0.782,0.0,0.204,0.941
51073,MRPL4,EEF2,9606.ENSP00000306902,9606.ENSP00000307940,0.479,0.0,0.232,0.823
83879,CDCA7,MCM7,9606.ENSP00000306968,9606.ENSP00000307288,0.0,0.0,0.177,0.416
55689,YEATS2,TADA3,9606.ENSP00000306983,9606.ENSP00000307684,0.873,0.8,0.763,0.993
55689,YEATS2,TADA2B,9606.ENSP00000306983,9606.ENSP00000308022,0.382,0.72,0.794,0.961
3799,KIF5B,EIF2AK3,9606.ENSP00000307078,9606.ENSP00000307235,0.0,0.5,0.133,0.564
3799,KIF5B,GCC2,9606.ENSP00000307078,9606.ENSP00000307939,0.0,0.5,0.307,0.67
29980,DONSON,MCM7,9606.ENSP00000307143,9606.ENSP00000307288,0.292,0.0,0.13,0.547
3622,ING2,BPTF,9606.ENSP00000307183,9606.ENSP00000307208,0.0,0.0,0.774,0.777
435,ASL,QARS1,9606.ENSP00000307188,9606.ENSP00000307567,0.37,0.0,0.0,0.403
435,ASL,GLUL,9606.ENSP00000307188,9606.ENSP00000307900,0.0,0.0,0.585,0.586
9451,EIF2AK3,TBL2,9606.ENSP00000307235,9606.ENSP00000307260,0.51,0.0,0.097,0.55
9451,EIF2AK3,DDIT4,9606.ENSP00000307235,9606.ENSP00000307305,0.0,0.0,0.402,0.415
9451,EIF2AK3,CYCS,9606.ENSP00000307235,9606.ENSP00000307786,0.0,0.0,0.602,0.604
9451,EIF2AK3,GCC2,9606.ENSP00000307235,9606.ENSP00000307939,0.0,0.5,0.07,0.546
5162,PDHB,GLUL,9606.ENSP00000307241,9606.ENSP00000307900,0.0,0.0,0.37,0.415
5162,PDHB,EEF2,9606.ENSP00000307241,9606.ENSP00000307940,0.161,0.0,0.273,0.412
57521,RPTOR,DDIT4,9606.ENSP00000307272,9606.ENSP00000307305,0.0,0.0,0.84,0.84
57521,RPTOR,EEF2,9606.ENSP00000307272,9606.ENSP00000307940,0.0,0.0,0.473,0.484
113189,CHST14,CANT1,9606.ENSP00000307297,9606.ENSP00000307674,0.0,0.0,0.423,0.428
113189,CHST14,CHST2,9606.ENSP00000307297,9606.ENSP00000307911,0.0,0.0,0.419,0.419
57599,WDR48,MUS81,9606.ENSP00000307491,9606.ENSP00000307853,0.0,0.4,0.325,0.586
5859,QARS1,RPL13,9606.ENSP00000307567,9606.ENSP00000307889,0.663,0.0,0.116,0.824
